Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
GrassRMA,M=32 efC=800 ef=20,128,0.7926466820394569,0.8908531898539584,59190.17046835198,64.1045185480034,0.0,0.06527035706676543,0.065270;0.065039;0.065439,16.72312504913283,59797.43600923768,,212.74180221557617,0,3903,10,True,nid004570,58078625
GrassRMA,M=32 efC=200 ef=50,128,0.8041250320266462,0.8834230079426082,12816.414137449,63.43645385898708,0.0,0.08437042500008829,0.083618;0.084370;0.084398,21.616813989261665,46260.28611324307,,212.74952697753906,0,3903,10,True,nid004415,57882476
GrassRMA,M=32 efC=1600 ef=20,128,0.8080963361516782,0.9059697668460159,100163.20122159604,66.00901873997645,0.0,0.058457285980693996,0.054890;0.058457;0.063542,14.977526513116576,66766.69870183502,,212.76972579956055,0,3903,10,True,nid004604,58078626
GrassRMA,M=32 efC=200 ef=100,128,0.8638995644376121,0.9269792467332821,12816.414137449,63.43645385898708,0.0,0.13012139200873207,0.130121;0.131298;0.129848,33.33881424768949,29995.067988037517,,212.74952697753906,0,3903,10,True,nid004415,57882476
GrassRMA,M=32 efC=800 ef=50,128,0.900743018191135,0.9505508583141173,59190.17046835198,64.1045185480034,0.0,0.11120081495027989,0.111201;0.110767;0.111272,28.491113233481908,35098.663636099336,,212.74180221557617,0,3903,10,True,nid004570,58078625
GrassRMA,M=32 efC=200 ef=200,128,0.9083269280040994,0.9605431719190366,12816.414137449,63.43645385898708,0.0,0.21761956300179008,0.216571;0.217620;0.218076,55.75699795075329,17934.9684658998,,212.74952697753906,0,3903,10,True,nid004415,57882476
GrassRMA,M=32 efC=1600 ef=50,128,0.9101204201895977,0.9554189085318986,100163.20122159604,66.00901873997645,0.0,0.09595402597915381,0.095431;0.097483;0.095954,24.584685108673792,40675.72944618222,,212.76972579956055,0,3903,10,True,nid004604,58078626
GrassRMA,M=32 efC=200 ef=400,128,0.9356904944914168,0.9807840122982321,12816.414137449,63.43645385898708,0.0,0.3834719709993806,0.385082;0.383472;0.382700,98.25056904929043,10178.058098557363,,212.74952697753906,0,3903,10,True,nid004415,57882476
GrassRMA,M=32 efC=800 ef=100,128,0.9404560594414553,0.9723289777094543,59190.17046835198,64.1045185480034,0.0,0.18237172695808113,0.182372;0.181229;0.182509,46.72603816502207,21401.343646305002,,212.74180221557617,0,3903,10,True,nid004570,58078625
GrassRMA,M=32 efC=1600 ef=100,128,0.948424289008455,0.975915962080451,100163.20122159604,66.00901873997645,0.0,0.15479071903973818,0.154791;0.154412;0.157808,39.659420712205524,25214.690029303463,,212.76972579956055,0,3903,10,True,nid004604,58078626
