Model	Params	Recall	RR@10	QPS	SearchSecMedian	IndexSec	PeakRSSGB	Threads
GrassRMA	M=32 efC=200 ef=10	0.681862464183381	0.8194842406876791	77336.34653600614	0.09025510400533676	1502.4899781048298	12.638412475585938	48
GrassRMA	M=32 efC=200 ef=20	0.7884240687679083	0.882808022922636	55993.33179504635	0.12465770076960325	1502.4899781048298	12.638412475585938	48
GrassRMA	M=32 efC=200 ef=50	0.8758309455587393	0.9405444126074498	32242.22178649728	0.21648632176220417	1502.4899781048298	12.638412475585938	48
GrassRMA	M=32 efC=200 ef=100	0.9147134670487106	0.9660458452722063	19403.106177836937	0.35973621625453234	1502.4899781048298	12.638412475585938	48
GrassRMA	M=32 efC=200 ef=200	0.9421919770773639	0.9829512893982808	11030.515146534319	0.6327900290489197	1502.4899781048298	12.638412475585938	48
GrassRMA	M=32 efC=200 ef=400	0.9608882521489971	0.9934097421203438	6018.139243142048	1.1598269362002611	1502.4899781048298	12.638412475585938	48
GrassRMA	M=32 efC=200 ef=800	0.9715902578796561	0.9981375358166189	3208.9803184858183	2.1751457806676626	1502.4899781048298	12.638412475585938	48
GrassRMA	M=32 efC=200 ef=1600	0.9791260744985674	0.9992836676217765	1688.951258921317	4.132742116227746	1502.4899781048298	12.638412475585938	48
GrassRMA	M=32 efC=200 ef=3200	0.9846704871060172	0.9997134670487106	885.7313089887026	7.88049369957298	1502.4899781048298	12.638412475585938	48
PyANNS	ef=80 budget=0.8	0.09732091690544413	0.1687679083094556	125260.02137138395	0.05572408437728882	4766.74613651447	28.12914276123047	48
PyANNS	ef=150 budget=0.8	0.1444699140401146	0.22793696275071634	69760.81955656549	0.10005616396665573	4766.74613651447	28.134052276611328	48
PyANNS	ef=80 budget=0.5	0.6687679083094555	0.7813753581661891	40409.388943640864	0.17273213434964418	4766.74613651447	28.12914276123047	48
PyANNS	ef=80 budget=0.3	0.8567478510028653	0.9106017191977077	36303.45295024514	0.192268212325871	4766.74613651447	28.12914276123047	48
PyANNS	ef=80 budget=0.2	0.8959598853868195	0.9424068767908309	35206.939269953094	0.19825637061148882	4766.74613651447	28.12914276123047	48
PyANNS	ef=80 budget=0.15	0.9105873925501433	0.9542979942693409	34340.08930344585	0.20326097402721643	4766.74613651447	28.12914276123047	48
PyANNS	ef=80 budget=0.1	0.9182378223495702	0.9608882521489971	33299.484314064124	0.20961285568773746	4766.74613651447	28.12914276123047	48
PyANNS	ef=80 budget=0.07	0.9222922636103151	0.9657593123209169	32025.203717851175	0.2179533364251256	4766.74613651447	28.12914276123047	48
PyANNS	ef=80 budget=0.05	0.9240114613180516	0.967621776504298	30951.431059388382	0.22551461309194565	4766.74613651447	28.12914276123047	48
PyANNS	ef=80 budget=0.03	0.9251432664756447	0.9684813753581661	29658.24134287377	0.23534773755818605	4766.74613651447	28.12914276123047	48
PyANNS	ef=150 budget=0.2	0.9358166189111747	0.9700573065902579	21833.923504657523	0.31968601513653994	4766.74613651447	28.134052276611328	48
PyANNS	ef=150 budget=0.15	0.9449140401146132	0.9779369627507163	21236.40128573044	0.3286809241399169	4766.74613651447	28.134052276611328	48
PyANNS	ef=150 budget=0.1	0.9486676217765043	0.9810888252148997	20462.70394386297	0.34110839013010263	4766.74613651447	28.134052276611328	48
PyANNS	ef=150 budget=0.07	0.9494269340974212	0.9816618911174785	19677.384017054912	0.35472194850444794	4766.74613651447	28.134052276611328	48
PyANNS	ef=150 budget=0.05	0.9529083094555874	0.9843839541547278	19014.740757741656	0.3670836267992854	4766.74613651447	28.134052276611328	48
PyANNS	ef=300 budget=0.2	0.9617621776504298	0.9868194842406877	13167.640405702276	0.5300873797386885	4766.74613651447	28.136829376220703	48
PyANNS	ef=300 budget=0.15	0.9668338108882522	0.9912607449856734	12727.458961145738	0.5484205465763807	4766.74613651447	28.136829376220703	48
PyANNS	ef=300 budget=0.1	0.9691690544412608	0.9932664756446992	12114.136659386564	0.5761863347142935	4766.74613651447	28.136829376220703	48
PyANNS	ef=300 budget=0.07	0.9696848137535816	0.9936962750716333	11548.808807131622	0.6043913373723626	4766.74613651447	28.136829376220703	48
PyANNS	ef=300 budget=0.05	0.9703295128939828	0.9944126074498567	11072.327040352036	0.6304004546254873	4766.74613651447	28.136829376220703	48
PyANNS	ef=300 budget=0.005	0.9704154727793697	0.9944126074498567	9755.535347463594	0.7154912315309048	4766.74613651447	28.136829376220703	48
PyANNS	ef=600 budget=0.3	0.9705444126074498	0.990974212034384	7892.873800417457	0.8843420250341296	4766.74613651447	28.14456558227539	48
PyANNS	ef=600 budget=0.2	0.9772206303724928	0.9958452722063037	7577.614633506725	0.9211342008784413	4766.74613651447	28.14456558227539	48
PyANNS	ef=600 budget=0.15	0.9795988538681949	0.9977077363896848	7287.46186742629	0.9578094715252519	4766.74613651447	28.14456558227539	48
PyANNS	ef=600 budget=0.1	0.9801862464183381	0.9975644699140401	6869.218956871118	1.0161271672695875	4766.74613651447	28.14456558227539	48
PyANNS	ef=600 budget=0.07	0.9805730659025788	0.9981375358166189	6463.949922906971	1.0798350982367992	4766.74613651447	28.14456558227539	48
PyANNS	ef=600 budget=0.05	0.9813610315186246	0.9988538681948425	6118.576740408507	1.1407881760969758	4766.74613651447	28.14456558227539	48
PyANNS	ef=600 budget=0.03	0.9813896848137535	0.9987106017191977	5728.017345006748	1.2185717290267348	4766.74613651447	28.14456558227539	48
SEISMIC	n_postings=3500 summary_energy=0.4 query_cut=3 heap_factor=0.9	0.8746848137535816	0.9935530085959885	91660.16804662299	0.07615085318684578	207.6321878116578	10.625770568847656	48
SEISMIC	n_postings=3500 summary_energy=0.4 query_cut=5 heap_factor=0.9	0.9040974212034384	0.9975644699140401	77575.22949800489	0.08997717499732971	207.6321878116578	10.625770568847656	48
SEISMIC	n_postings=3500 summary_energy=0.4 query_cut=10 heap_factor=0.9	0.9179226361031518	0.9984240687679083	65910.38967662513	0.10590136144310236	207.6321878116578	10.625770568847656	48
SEISMIC	n_postings=3500 summary_energy=0.4 query_cut=10 heap_factor=0.8	0.9520773638968482	0.9991404011461318	48894.84987323297	0.14275532122701406	207.6321878116578	10.625770568847656	48
SEISMIC	n_postings=3500 summary_energy=0.4 query_cut=20 heap_factor=0.8	0.9572492836676217	0.9995702005730659	40085.08054446734	0.17412962391972542	207.6321878116578	10.625770568847656	48
SEISMIC	n_postings=3500 summary_energy=0.4 query_cut=20 heap_factor=0.7	0.972650429799427	0.9997134670487106	27843.379828933346	0.25068795680999756	207.6321878116578	10.625770568847656	48
SEISMIC	n_postings=3500 summary_energy=0.4 query_cut=30 heap_factor=0.7	0.9742263610315186	0.9997134670487106	23861.298774768045	0.292523892596364	207.6321878116578	10.625770568847656	48
SINDI	doc_prune=0.7 query_prune=0.5 n_cand=10	0.5057879656	0.9705	13530.91	0.515856	50.4711	27.65	48
SINDI	doc_prune=0.7 query_prune=0.5 n_cand=20	0.6532951289	0.9851	13466.40	0.518327	50.4711	27.65	48
SINDI	doc_prune=0.7 query_prune=0.5 n_cand=50	0.7893123209	0.9956	13211.79	0.528316	50.4711	27.65	48
SINDI	doc_prune=0.7 query_prune=0.4 n_cand=50	0.7903151862	0.9956	11464.73	0.608824	50.4711	27.65	48
SINDI	doc_prune=0.7 query_prune=0.3 n_cand=50	0.7906160458	0.9954	10107.97	0.690544	50.4711	27.65	48
SINDI	doc_prune=0.6 query_prune=0.5 n_cand=50	0.8823065903	0.9996	9388.57	0.743457	52.8575	27.65	48
SINDI	doc_prune=0.6 query_prune=0.4 n_cand=50	0.8832521490	0.9996	8137.76	0.857730	52.8575	27.65	48
SINDI	doc_prune=0.6 query_prune=0.3 n_cand=50	0.8836676218	0.9996	7174.01	0.972956	52.8575	27.65	48
SINDI	doc_prune=0.5 query_prune=0.5 n_cand=50	0.9405873926	1.0000	6932.68	1.006825	54.9220	27.65	48
SINDI	doc_prune=0.5 query_prune=0.4 n_cand=50	0.9411031519	1.0000	6001.66	1.163011	54.9220	27.65	48
SINDI	doc_prune=0.5 query_prune=0.3 n_cand=50	0.9413467049	1.0000	5281.48	1.321600	54.9220	27.65	48
SINDI	doc_prune=0.4 query_prune=0.5 n_cand=50	0.9764756447	1.0000	5200.17	1.342265	57.9576	27.65	48
SINDI	doc_prune=0.4 query_prune=0.4 n_cand=50	0.9771776504	1.0000	4482.63	1.557122	57.9576	27.65	48
SINDI	doc_prune=0.4 query_prune=0.3 n_cand=50	0.9774641834	1.0000	3937.21	1.772827	57.9576	27.65	48
SINDI	doc_prune=0.3 query_prune=0.5 n_cand=50	0.9929512894	1.0000	3919.31	1.780927	62.2554	27.65	48
SINDI	doc_prune=0.3 query_prune=0.4 n_cand=50	0.9933524355	1.0000	3351.92	2.082391	62.2554	27.65	48
SINDI	doc_prune=0.3 query_prune=0.3 n_cand=50	0.9935386819	1.0000	2932.11	2.380535	62.2554	27.65	48
SINDI	doc_prune=0.2 query_prune=0.5 n_cand=50	0.9987535817	1.0000	2928.12	2.383782	65.7227	27.65	48
SINDI	doc_prune=0.2 query_prune=0.4 n_cand=50	0.9989684814	1.0000	2490.76	2.802358	65.7227	27.65	48
SINDI	doc_prune=0.2 query_prune=0.3 n_cand=50	0.9990830946	1.0000	2184.45	3.195312	65.7227	27.65	48
SINDI	doc_prune=0.1 query_prune=0.5 n_cand=50	0.9998424069	1.0000	2146.27	3.252153	72.1319	27.65	48
SINDI	doc_prune=0.1 query_prune=0.4 n_cand=50	0.9999570201	1.0000	1817.07	3.841357	72.1319	27.65	48
SINDI	doc_prune=0 query_prune=0 n_cand=20	0.9999713467	1.0000	775.41	9.001712	96.9456	27.65	48
SparseHNSW	M=32 efC=200 ef=20 alpha=0.8 beta=3	0.8593266476	0.9169	188924.38	0.036946	590.9249	11.12	48
