Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
GrassRMA,M=16 efC=200 ef=10,48,0.582593123209169,0.7342406876790831,1121.7895197980106,2.598971932195127,0.0,0.0658911569043994,0.066422;0.065854;0.065557;0.065891;0.066239,9.439993825845185,105932.27267396731,,12.634689331054688,0,6980,10,True,c431,19232853
GrassRMA,M=16 efC=200 ef=20,48,0.7120916905444126,0.8272206303724928,1121.7895197980106,2.598971932195127,0.0,0.0929142665117979,0.092875;0.092914;0.093365;0.092339;0.092979,13.311499500257579,75123.01675559916,,12.634689331054688,0,6980,10,True,c431,19232853
GrassRMA,M=16 efC=200 ef=50,48,0.8273065902578797,0.9107449856733524,1121.7895197980106,2.598971932195127,0.0,0.16086129005998373,0.160423;0.161074;0.161644;0.160861;0.160608,23.046030094553544,43391.421251173735,,12.634689331054688,0,6980,10,True,c431,19232853
GrassRMA,M=16 efC=200 ef=100,48,0.8770200573065903,0.9475644699140401,1121.7895197980106,2.598971932195127,0.0,0.2619580216705799,0.261598;0.261272;0.261958;0.264567;0.265079,37.5298025316017,26645.490584661537,,12.634689331054688,0,6980,10,True,c431,19232853
GrassRMA,M=16 efC=200 ef=200,48,0.9141977077363896,0.9710601719197708,1121.7895197980106,2.598971932195127,0.0,0.4613360445946455,0.452500;0.459001;0.461336;0.461501;0.461440,66.09398919694063,15129.968884466854,,12.634689331054688,0,6980,10,True,c431,19232853
GrassRMA,M=16 efC=200 ef=400,48,0.9403868194842406,0.9878223495702005,1121.7895197980106,2.598971932195127,0.0,0.8359993677586317,0.834449;0.836420;0.835730;0.836274;0.835999,119.7706830599759,8349.288610963704,,12.634689331054688,0,6980,10,True,c431,19232853
GrassRMA,M=16 efC=200 ef=800,48,0.955487106017192,0.995702005730659,1121.7895197980106,2.598971932195127,0.0,1.5605313265696168,1.560779;1.560966;1.560351;1.560206;1.560531,223.57182329077605,4472.835553608232,,12.634689331054688,0,6980,10,True,c431,19232853
GrassRMA,M=16 efC=200 ef=1600,48,0.9661461318051576,0.9979942693409742,1121.7895197980106,2.598971932195127,0.0,2.9732055822387338,2.973206;2.976038;2.973060;2.971985;2.973635,425.9606851344891,2347.6344998465497,,12.634689331054688,0,6980,10,True,c431,19232853
GrassRMA,M=16 efC=200 ef=3200,48,0.9742120343839542,0.9994269340974212,1121.7895197980106,2.598971932195127,0.0,5.719976061955094,5.719976;5.718463;5.725977;5.721120;5.719669,819.4808111683516,1220.2848271386347,,12.634689331054688,0,6980,10,True,c431,19232853
PyANNS,ef=80 budget=0.8,48,0.08770773638968482,0.1492836676217765,4761.7003370877355,2.5952193662524223,0.0,0.054010490886867046,0.054010;0.053977;0.054088;0.054090;0.053930,7.737892677201583,129234.15220610828,,28.130733489990234,1204814036,6980,10,True,c127,19232856
PyANNS,ef=80 budget=0.5,48,0.6671489971346705,0.7765042979942693,4761.7003370877355,2.5952193662524223,0.0,0.17422287538647652,0.173797;0.173983;0.174223;0.174348;0.174412,24.96029733330609,40063.62531049008,,28.130733489990234,1204814036,6980,10,True,c127,19232856
PyANNS,ef=80 budget=0.3,48,0.8567621776504298,0.9108882521489972,4761.7003370877355,2.5952193662524223,0.0,0.19284293241798878,0.192805;0.192948;0.192843;0.192816;0.193100,27.62792728051415,36195.25959536224,,28.130733489990234,1204814036,6980,10,True,c127,19232856
PyANNS,ef=80 budget=0.2,48,0.8958309455587392,0.9418338108882521,4761.7003370877355,2.5952193662524223,0.0,0.1987049886956811,0.198216;0.198277;0.198705;0.198713;0.198788,28.467763423450013,35127.45223870523,,28.130733489990234,1204814036,6980,10,True,c127,19232856
PyANNS,ef=80 budget=0.15,48,0.9124928366762177,0.9555873925501432,4761.7003370877355,2.5952193662524223,0.0,0.2042464492842555,0.204191;0.204246;0.204348;0.204069;0.204576,29.26166895189907,34174.400702974955,,28.130733489990234,1204814036,6980,10,True,c127,19232856
PyANNS,ef=80 budget=0.1,48,0.9191404011461318,0.9608882521489971,4761.7003370877355,2.5952193662524223,0.0,0.2096699345856905,0.209670;0.209671;0.209535;0.209500;0.209716,30.03867257674649,33290.419123717176,,28.130733489990234,1204814036,6980,10,True,c127,19232856
PyANNS,ef=80 budget=0.07,48,0.9215472779369628,0.9641833810888252,4761.7003370877355,2.5952193662524223,0.0,0.21870517078787088,0.218495;0.218576;0.218813;0.218802;0.218705,31.333119024050273,31915.11190547079,,28.130733489990234,1204814036,6980,10,True,c127,19232856
PyANNS,ef=80 budget=0.05,48,0.9236532951289398,0.9664756446991404,4761.7003370877355,2.5952193662524223,0.0,0.22701177466660738,0.226856;0.226779;0.227012;0.227104;0.227042,32.52317688633343,30747.303791844824,,28.130733489990234,1204814036,6980,10,True,c127,19232856
PyANNS,ef=80 budget=0.03,48,0.9248710601719198,0.9670487106017192,4761.7003370877355,2.5952193662524223,0.0,0.23707867227494717,0.236614;0.237064;0.237079;0.237126;0.237267,33.96542582735633,29441.703604215763,,28.130733489990234,1204814036,6980,10,True,c127,19232856
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=3 heap_factor=0.9,48,0.8746848137535816,0.9935530085959885,207.6321878116578,1.8885656343773007,40.425802065990865,0.07615085318684578,0.077360;0.074398;0.076151;0.076333;0.076038,10.909864353416301,91660.16804662299,,10.625770568847656,6442220261,6980,10,True,c126,19232855
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=5 heap_factor=0.9,48,0.9040974212034384,0.9975644699140401,207.6321878116578,1.8885656343773007,40.425802065990865,0.08997717499732971,0.092729;0.079491;0.091354;0.089977;0.080655,12.890712750333769,77575.22949800489,,10.625770568847656,6442220261,6980,10,True,c126,19232855
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=10 heap_factor=0.9,48,0.9179226361031518,0.9984240687679083,207.6321878116578,1.8885656343773007,40.425802065990865,0.10590136144310236,0.108311;0.106183;0.097699;0.104913;0.105901,15.172114819928705,65910.38967662513,,10.625770568847656,6442220261,6980,10,True,c126,19232855
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=10 heap_factor=0.8,48,0.9520773638968482,0.9991404011461318,207.6321878116578,1.8885656343773007,40.425802065990865,0.14275532122701406,0.145654;0.132634;0.142755;0.143147;0.133698,20.45205175172121,48894.84987323297,,10.625770568847656,6442220261,6980,10,True,c126,19232855
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=20 heap_factor=0.8,48,0.9572492836676217,0.9995702005730659,207.6321878116578,1.8885656343773007,40.425802065990865,0.17412962391972542,0.177108;0.173977;0.176823;0.165453;0.174130,24.946937524315963,40085.08054446734,,10.625770568847656,6442220261,6980,10,True,c126,19232855
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=20 heap_factor=0.7,48,0.972650429799427,0.9997134670487106,207.6321878116578,1.8885656343773007,40.425802065990865,0.25068795680999756,0.254082;0.240849;0.253872;0.250688;0.247579,35.915180058738905,27843.379828933346,,10.625770568847656,6442220261,6980,10,True,c126,19232855
SEISMIC,n_postings=3500 summary_energy=0.4 query_cut=30 heap_factor=0.7,48,0.9742263610315186,0.9997134670487106,207.6321878116578,1.8885656343773007,40.425802065990865,0.292523892596364,0.290220;0.293197;0.292524;0.280730;0.294156,41.908867134149574,23861.298774768045,,10.625770568847656,6442220261,6980,10,True,c126,19232855
SINDI,doc_prune=0.7 query_prune=0.5 n_cand=10,48,0.5057879656,0.9705,50.4711,9.6857,0.0000,0.515856,0.516206;0.515822;0.516003;0.515856;0.515721,73.904871,13530.91,,27.65,0,6980,10,True,c417,19232852
